nostr_relay_address
wss://relay.damus.io
wss://nostr-pub.wellorder.net
wss://nostr.mom
wss://nostr.slothy.win
wss://global.relay.red
wss://sg.qemura.xyz
wss://relay.stoner.com
wss://nostr.einundzwanzig.space
wss://nos.lol
wss://relay.nostr.band
wss://relay.oldcity-bitcoiners.info
wss://nostr.bongbong.com
wss://relay.sendstr.com
wss://relay.cryptocculture.com
wss://nostr.massmux.com
wss://nostr-relay.schnitzel.world
wss://relay.nostr.com.au
wss://knostr.neutrine.com
wss://nostr.nodeofsven.com
wss://relay.nostr.ro
wss://nostr.vulpem.com
wss://relay.farscapian.com
wss://nostr3.actn.io
wss://relay.sovereign-stack.org
wss://nostr-verif.slothy.win
wss://nostr.supremestack.xyz
wss://relay.lexingtonbitcoin.org
wss://nostr-1.nbo.angani.co
wss://relay.plebstr.com
wss://relay.wellorder.net
wss://relay-pub.deschooling.us
wss://nostr.easydns.ca
wss://relay.dwadziesciajeden.pl
wss://relay.orangepill.dev
wss://nostr.600.wtf
wss://e.nos.lol
wss://nostrich.friendship.tw
wss://nostr-relay.texashedge.xyz
wss://nostr.btcmp.com
wss://ragnar-relay.com
wss://nostr.zkid.social
wss://nostr.data.haus
wss://nostr.terminus.money
wss://nostr.wine
wss://nostr.koning-degraaf.nl
wss://nostr.pleb.network
wss://nostr.cheeserobot.org
wss://nostr.thank.eu
wss://relay.hamnet.io
wss://zee-relay.fly.dev
wss://nostr.blockpower.capital
wss://nostr-rs-relay.cryptoassetssubledger.com
wss://nostr21.com
wss://arc1.arcadelabs.co
wss://spore.ws
wss://nostr.ch3n2k.com
wss://nostr.island.network
wss://relay.nostrview.com
wss://offchain.pub
wss://relay.nostr.wirednet.jp
wss://jp-relay-nostr.invr.chat
wss://paid.spore.ws
wss://nostr.notmyhostna.me
wss://nostr.l00p.org
wss://relay.reeve.cn
wss://lightningrelay.com
wss://bitcoinmaximalists.online
wss://nostr.rocket-tech.net
wss://private.red.gb.net
wss://relay.nostrid.com
wss://nostr.cruncher.com
wss://relay.nostrcheck.me
wss://nostrelay.yeghro.site
wss://relay.nostr.vet
wss://relay.lacosanostr.com
wss://nostrue.com
wss://nostr.danvergara.com
wss://nproxy.kristapsk.lv
wss://nostr.topeth.info
wss://nostr.bitcoiner.social
wss://relay.orange-crush.com
wss://nostr.roundrockbitcoiners.com
wss://nostr.shawnyeager.net
wss://relay.nostriches.org
wss://relay.nostrology.org
wss://nostr.bch.ninja
wss://relay.nostrati.com
